cells,drugs,labels
37,52,4.912939
37,150,4.9486165
38,15,-4.5758834
38,43,-7.6730275
38,47,4.0405884
38,63,-5.0326285
38,121,5.4928603
38,188,3.0235875
38,196,1.4917332
39,45,-1.8479977
39,60,-3.9787714
39,105,0.7532287
39,139,2.878633
40,26,-4.291321
40,130,5.344906
41,164,1.152989
42,37,-5.41618
42,174,3.1785915
42,199,2.0635533
43,31,2.1946492
43,196,2.7313495
44,0,0.0447624
44,21,4.3535843
44,37,-4.496338
44,63,-1.7350184
44,130,5.1029577
44,192,5.1463504
45,25,0.10194062
45,26,-6.9679446
45,41,-6.6084905
45,47,3.9979448
45,77,0.007878182
45,91,0.49262264
45,97,2.6245873
45,211,-0.7987471
45,219,0.7444823
46,48,1.7927854
46,95,1.1097634
46,126,3.7015486
46,136,-1.5848079
46,169,-5.897936
46,180,-0.034654114
46,210,2.9949648
47,41,-0.82091284
47,107,-0.0058376244
47,127,3.9409578
48,52,4.789618
48,83,2.3394394
48,90,3.2853715
48,133,2.788722
48,216,3.2264998
48,226,-2.2294576
49,56,2.7221465
49,97,3.3905652
49,119,1.5623567
49,178,3.5199082
50,6,4.1037436
50,13,7.7000523
50,22,5.808867
50,47,6.2494426
50,216,3.330227
51,1,2.244297
51,56,1.9911397
51,96,4.5299816
51,170,5.173793
51,180,3.6811836
53,14,-8.229237
53,127,3.3653111
53,226,-2.374539
54,93,0.3062234
54,184,2.7390764
55,31,0.79854935
55,80,-2.5945795
55,158,1.6890502
55,189,-0.58910036
55,193,-4.3989396
56,51,3.524617
56,107,-0.60263425
56,111,3.8068905
56,174,3.048228
58,40,4.8282166
58,216,2.6514177
59,88,4.1258817
59,89,4.8053885
59,168,4.0375524
59,175,0.004921987
59,198,3.2086766
59,220,4.088957
59,227,3.8189943
60,18,0.6985346
60,21,2.940026
60,29,4.187032
60,52,2.3668952
61,104,3.4383063
62,24,-2.4018133
62,105,3.6516745
63,45,-0.86442786
63,46,6.1016936
63,215,4.897462
64,178,1.7210877
64,187,4.907341
64,189,4.271411
64,200,2.9034212
65,74,1.020506
65,159,3.8705
65,205,2.2414095
66,9,5.743987
66,15,-3.1013546
66,40,4.649106
66,100,3.070993
66,122,0.99154
66,136,3.0710614
66,194,0.55148405
66,214,0.91741467
67,55,3.2043395
67,218,6.155029
67,226,2.3945253
68,60,-1.8428866
68,168,3.1193686
68,211,-0.97208273
69,25,-2.6085615
69,87,3.9433
69,183,3.827176
69,226,0.54076445
70,5,0.21718465
70,19,-2.0968492
70,69,-1.1322235
70,125,2.130345
70,190,1.4046131
70,198,2.0790832
71,1,1.2782986
71,2,1.2784556
71,85,0.16771123
71,193,1.3138372
72,28,-1.5162276
72,96,4.185028
72,145,1.2658416
72,170,1.739095
72,174,0.7538959
73,95,1.906391
73,103,2.5438824
73,174,3.187764
73,219,0.75311005
74,22,5.1575923
74,56,0.7858303
74,194,1.9507622
75,167,2.8750505
77,76,-1.4820215
77,123,-1.0118467
77,166,2.9123907
78,138,-4.7024546
78,145,1.5803218
78,157,2.9352825
78,224,-0.97697836
79,40,2.3379538
79,128,3.149632
79,129,5.5014443
79,149,4.4786777
80,72,-3.0676956
80,143,1.7219137
80,203,-0.2395267
81,79,1.346157
81,138,-4.1316996
81,157,4.9829926
81,198,3.7632315
81,199,4.709315
82,116,-5.248406
83,41,-3.9883146
83,85,-3.2883139
83,88,-0.71688944
83,109,3.9411178
83,130,3.0046241
83,145,1.1542765
83,169,-0.81958234
83,183,4.956178
83,218,5.4807286
84,106,-0.94479835
84,112,3.93019
84,118,1.8205844
85,45,1.0411181
85,56,2.4664018
85,134,-0.94698
85,138,-4.968138
85,226,2.8296468
86,53,5.3979344
86,54,5.185423
86,74,4.016973
86,126,5.2781067
87,141,0.82214075
88,36,-6.101652
88,166,2.6418333
88,225,-3.368564
89,180,2.345871
90,105,1.1934464
90,220,1.9985441
91,108,4.6138716
91,125,2.3330326
91,128,2.3807468
91,142,-0.26817197
91,166,3.045207
91,191,2.9885755
92,22,2.8574083
92,142,-2.5006857
92,187,5.0775514
93,192,5.8302245
93,199,3.5900505
93,204,0.039799854
94,42,5.3257046
94,62,2.6815624
94,89,4.8784933
94,98,4.8561425
94,206,3.141023
96,6,3.458538
96,15,-3.0996473
96,83,3.6326683
96,84,-3.7399647
96,106,0.80279833
96,154,4.9899607
97,111,3.7500918
98,10,0.22268237
98,119,0.9754287
98,163,2.9865873
98,226,3.3796577
99,9,4.605749
99,31,3.3250597
99,54,2.5610156
99,122,3.8187306
99,129,4.5460362
99,163,1.3561976
99,176,3.6902628
99,181,4.331873
99,211,1.4565204
100,67,2.1651235
100,116,-1.7638779
101,73,-0.46830592
101,196,2.458105
102,36,-2.6130066
102,93,0.7175388
102,116,-4.312388
103,32,1.4205093
103,106,3.8571
103,178,2.3210654
103,194,2.537122
104,42,3.7732806
104,103,4.801432
104,218,7.3346224
105,48,2.3036659
105,87,2.7166908
105,93,0.225215
105,219,0.7379203
106,43,-7.467603
106,62,0.89477456
106,69,-1.8707552
106,103,1.1886947
106,171,-2.353733
107,48,0.4589383
107,49,-2.5952606
107,88,-1.3254061
107,106,-2.5407228
107,122,2.13734
107,140,4.3932843
107,154,4.485581
110,43,-7.598964
111,35,3.6689434
111,43,-6.765873
111,76,-4.1036644
111,88,-1.1416601
111,99,3.4786482
111,104,1.7529995
112,59,3.6750188
112,156,-1.8161095
112,157,4.2783737
113,31,1.6533914
113,50,3.3670242
113,67,1.7912989
113,91,1.749395
113,174,0.34048036
113,192,5.131047
114,0,1.2445279
114,97,0.57675284
114,126,4.8099475
114,139,0.05565546
114,164,0.5716407
115,55,4.102283
115,122,1.1000991
115,150,0.97745925
115,188,2.3880484
116,63,-2.9960647
116,71,3.0570815
116,125,2.692375
117,35,1.8477881
117,36,-5.992701
117,153,4.4463873
117,164,-1.3689873
117,214,3.2507267
118,2,2.0722878
118,26,-4.6005983
118,65,-2.4331546
118,77,0.9194464
118,83,0.29546273
118,170,3.0773005
118,177,-2.252578
118,183,2.8846207
118,222,0.107808724
119,34,1.591787
119,183,5.3254013
120,19,0.7299538
120,22,6.0418744
121,5,-0.9385185
121,86,-0.46373168
121,96,1.4903934
121,167,1.4050639
121,197,2.2938497
121,219,-0.01639385
122,73,2.5278668
122,144,1.4616331
122,164,-0.15515843
123,84,-1.219489
124,36,-4.47138
124,177,-2.4246771
124,188,2.258847
124,198,2.9238791
125,14,-5.2149596
125,187,4.031624
125,225,-2.81324
126,166,3.7789571
127,23,-1.0961335
127,144,1.80364
127,165,1.6703482
127,182,2.501572
128,43,-7.812614
128,102,4.4998064
128,104,1.7796943
128,185,-0.54762757
128,187,3.6683881
128,207,1.4440751
129,9,3.8102922
129,115,0.5010711
129,225,-2.7145896
130,13,8.792039
130,216,1.8952515
131,6,2.223493
131,25,-0.69067657
131,51,5.2945786
131,97,3.1184916
131,193,-2.3783205
132,219,1.4738071
133,65,2.430008
134,72,-2.9924493
134,106,0.8278451
134,108,1.7525339
135,3,3.1237128
135,4,4.5411167
136,23,-1.0909903
136,53,3.0833125
136,58,5.8849154
136,63,-4.0090995
136,65,-0.33054107
136,70,0.8085188
136,134,1.6249928
136,216,2.8769503
137,25,-3.6770978
137,154,4.89876
138,52,4.848181
138,59,4.8126063
138,104,4.981669
138,121,6.4118605
140,37,-4.5943756
140,40,2.196124
140,67,-0.4426772
140,86,-1.9041655
140,115,-2.6198282
140,134,2.9571733
140,203,-0.63145834
140,223,4.3961253
141,35,4.267785
141,57,-1.3231158
141,111,2.9643192
141,188,4.0285573
141,192,5.1320148
142,43,-4.178977
142,77,3.7600932
142,142,-2.0274806
142,146,2.9554737
142,169,-1.7795497
142,178,4.585611
143,90,4.276536
143,127,5.5553174
143,144,4.258847
143,206,2.6494093
144,69,-2.2055738
144,208,-1.9058094
145,31,1.7288394
145,172,1.7746146
146,27,2.9373438
146,29,2.548893
146,57,-3.016451
146,77,3.4438868
146,107,-1.5531275
146,131,5.077151
146,141,-2.147108
147,32,-1.8049995
147,96,1.9575593
147,129,5.8431683
147,146,4.212241
148,28,-1.6571164
148,43,-8.109355
148,63,-6.8425713
148,127,3.7257345
148,176,0.5909
149,36,-2.9221187
149,49,-2.0936646
149,174,0.1549396
150,143,2.1313677
150,206,1.2545358
151,82,-0.25087816
151,98,3.498085
151,174,2.6580896
152,13,5.825834
152,98,3.2592874
152,129,4.0666113
152,196,2.878249
152,200,1.826292
153,77,0.20132637
153,106,0.26262227
153,120,-4.231202
153,166,0.5167108
154,34,1.4242585
154,44,-1.2882564
154,60,-3.5270467
154,85,-3.7553287
154,107,-1.1091697
154,138,-5.2833934
155,57,2.4477699
156,19,2.2173467
156,76,1.1002222
156,122,2.4961762
156,154,5.090375
156,157,5.46865
157,79,0.28338405
157,203,-3.0181086
158,59,4.1348085
158,102,4.9513545
158,168,3.0282648
160,31,0.17158358
160,63,-5.3099656
160,65,-0.37769306
160,172,1.3042103
161,17,-1.285931
161,58,4.04718
161,102,1.544734
161,122,1.7685789
161,158,-1.5517348
161,163,3.0964305
161,170,1.7362198
162,96,5.1109157
162,149,2.187547
162,172,1.4429425
162,178,2.7318919
162,191,1.0372468
163,61,-6.2622857
163,66,-0.5480904
163,82,-1.1180698
163,85,-4.247183
163,141,-1.9688439
163,152,1.2419959
163,225,-4.973594
164,108,4.5356493
165,140,2.7064068
165,158,-2.0282502
165,210,3.7734573
166,2,2.1470535
166,67,-2.185257
166,68,1.6803281
166,122,4.2785597
166,160,1.5620451
166,226,-0.98882574
167,27,2.7652295
167,32,3.5873377
167,64,2.8430824
167,82,1.8481022
167,212,2.8083854
168,66,2.5211701
168,82,0.21347585
168,102,4.668322
168,172,1.0741506
168,218,4.864654
169,45,0.26244053
169,58,5.1946974
169,64,1.1815751
169,107,-2.436436
169,110,0.34788457
169,134,3.1083474
169,169,-2.3539414
170,62,4.428161
170,76,-0.15041682
170,144,1.2370607
170,197,2.165109
171,153,3.521685
172,154,4.100001
172,206,2.8504047
173,67,-0.38166445
173,226,1.7511379
174,27,1.5592779
174,74,0.8382192
174,83,4.388975
174,167,2.1344752
174,200,-0.054682996
175,58,5.071014
175,78,-0.5958393
175,134,-0.7816327
175,160,-1.4543661
175,165,3.0500708
175,186,2.9932604
175,216,2.7607102
176,25,-3.195472
176,36,-1.8475134
176,127,4.0131016
176,198,5.1046515
177,4,3.7869604
177,61,-1.9190696
177,63,-4.412623
177,64,2.0278068
177,94,0.82561505
177,127,3.1525962
177,137,-1.7997538
177,196,3.783632
177,216,2.6110039
178,56,0.60996795
178,154,0.97755253
179,19,-1.1631173
179,34,1.6713085
179,42,2.7103345
179,85,-2.7650025
179,134,0.6935728
179,173,0.76538485
179,185,-0.23461297
179,188,2.6204271
180,13,8.444648
180,22,4.891325
180,37,-2.0881944
180,180,2.9509475
180,215,4.962421
181,156,-0.12466179
182,169,-0.7427907
183,27,5.135078
183,37,-4.094037
183,54,2.985812
183,55,0.98967344
183,131,2.442384
184,109,0.15096709
184,157,4.9936304
184,214,5.025787
185,9,4.367033
185,53,1.2259164
185,54,1.9935422
185,72,-4.4811935
185,166,2.1161182
185,176,0.20464891
185,218,4.9383473
186,47,6.6085577
186,92,-0.6865654
186,114,1.1563624
186,141,-1.9272418
186,159,2.730486
186,221,3.3079555
187,0,3.2942991
187,53,1.406391
187,78,-4.365711
187,144,0.24822818
187,153,2.5813339
187,175,-1.8888938
187,182,-0.8532831
188,221,3.3922021
189,144,-0.8740972
190,7,2.5934901
190,8,-1.3463092
190,66,1.5247036
190,67,-1.9986001
190,88,0.97548145
190,110,2.4033525
190,113,2.9534621
190,160,0.42517832
190,195,-0.4787808
190,202,3.5463932
190,217,-0.9792336
190,220,1.9523083
191,22,4.2259307
191,27,4.7316227
191,48,1.3882896
191,106,-2.1167164
191,212,1.5980343
192,195,4.3029013
193,85,-4.3251667
194,96,3.8513212
194,220,0.93996584
195,24,-2.636504
195,28,0.8737971
195,69,-2.8951845
195,72,-3.9958663
195,83,0.57600015
195,111,1.5742706
195,136,-1.869285
195,152,-2.3266134
195,164,-2.6712468
195,175,-1.5793885
196,25,0.839166
196,95,4.750871
196,184,1.4247514
197,164,3.0748415
197,196,1.514044
197,199,4.707349
198,59,4.4364944
198,138,-4.8209667
198,182,-1.5212779
198,223,-1.6810609
199,52,3.0086942
199,60,-2.6865032
199,89,2.5406835
199,134,1.0020555
199,138,-4.4163733
199,179,-0.13521725
199,215,2.871804
200,55,3.0409317
200,79,2.4116826
200,97,3.259929
200,174,3.538329
200,196,4.472942
200,200,-1.1612145
201,13,4.956051
201,41,-5.269319
201,157,2.6246629
201,159,1.0483137
201,186,2.330448
201,215,3.044078
201,216,1.9318358
201,223,2.860696
202,96,2.6211302
202,115,-2.1950443
202,127,-1.5643102
202,132,-2.002844
202,139,1.3712274
202,178,1.7758912
202,192,3.94311
202,202,3.1478224
202,204,0.85701656
202,211,-1.5552675
202,214,-1.1992375
202,227,2.018804
203,109,5.468464
205,75,-2.6074047
205,83,1.7516158
205,112,4.302139
205,177,-1.0787746
206,12,7.184727
206,145,4.299393
206,161,4.716296
207,35,2.9820104
207,38,-7.6668353
207,225,-3.770937
208,174,1.2634399
210,68,-1.2773176
210,81,2.729486
210,122,1.2642051
210,138,-5.8874674
211,24,-2.8453724
211,106,-2.9190116
211,126,2.6823118
211,138,-6.179854
212,88,-2.7719538
212,123,-2.3918009
212,150,3.1772628
212,227,4.9885936
213,124,2.2447524
214,6,3.6130495
214,36,-5.9344583
214,89,4.5650415
214,142,-3.3020778
214,171,-2.5764081
214,181,2.6397152
215,95,2.2339957
215,101,2.721191
215,218,6.864303
216,0,2.4487627
216,18,5.5269303
216,62,4.769783
216,82,-0.422304
216,106,-0.17708966
216,123,-0.657389
217,2,3.0769923
217,68,-2.8088756
217,75,-1.5316944
217,99,0.89884245
217,106,0.572391
217,119,0.8444738
217,194,1.0424752
217,214,0.0920506
218,6,3.5399637
218,21,1.1552726
218,31,4.1544304
218,49,-3.6606288
218,70,3.878221
218,220,4.8467555
219,17,-0.61530507
219,35,3.9280553
219,55,2.6705709
219,109,2.9509325
219,153,1.6091243
219,215,4.244065
220,39,3.4691026
220,55,2.5052383
220,108,3.4298751
220,111,2.7106085
220,149,2.194364
220,168,3.886532
220,188,1.1004922
220,226,0.8752823
221,76,-3.0642922
221,77,2.6981895
221,127,3.792417
221,209,5.2094765
222,61,-1.8731414
222,97,0.55986696
222,126,5.036808
222,141,0.4118679
222,155,-1.9172838
222,216,2.9062312
223,3,1.763513
223,4,4.9574804
223,37,-0.55293006
223,144,4.31446
223,171,-1.4989706
223,174,2.079259
223,217,1.8918688
224,99,4.0687437
224,116,-6.4199142
225,35,2.9776785
226,40,3.6540453
226,101,1.3712531
227,138,-6.39117
227,152,-1.0300763
227,202,4.089471
227,218,6.336985
228,24,-0.26536223
228,93,0.5155594
228,219,1.0816315
229,28,1.1221707
229,41,-4.867494
229,43,-5.070194
229,50,-0.33815128
229,70,3.0986056
229,122,2.5527475
229,142,-4.269649
229,207,-1.0845251
229,227,2.14587
230,61,-3.4311187
230,101,1.9703808
230,174,2.135534
230,198,2.835594
231,53,1.6416965
231,164,-2.3435729
231,203,-1.2687373
231,208,-2.858727
231,220,0.6556165
232,54,4.420958
232,134,2.0174334
232,199,2.5800228
232,219,1.8181862
233,35,2.4462194
233,53,1.6450871
233,65,1.4912761
233,83,2.802473
233,131,4.293423
234,43,-7.841997
234,48,0.07017346
234,65,-1.086526
234,103,0.124262154
234,106,-2.9043093
234,109,0.0565199
234,134,-0.42671236
234,158,-2.575748
234,193,-0.118915915
234,220,1.9468913
235,25,-0.045509774
235,63,-6.330386
235,99,4.468523
235,130,4.5255146
235,160,0.18818273
235,194,2.4788377
236,3,6.808085
236,48,1.6291848
236,163,1.9687023
236,167,1.3841668
236,192,5.254245
236,216,5.647949
237,103,2.9626942
237,106,1.5298169
238,58,4.5739474
238,127,4.1783953
238,135,1.7452998
238,224,2.3801844
239,3,0.71611017
239,49,-3.9042792
239,50,0.8265218
239,52,2.4162388
239,82,0.62248844
239,89,2.3583727
239,92,1.9450396
239,103,-0.22064473
239,111,1.403996
239,112,-1.1810002
239,118,0.32748264
239,133,2.8939936
239,187,-2.8561893
239,209,3.0025961
239,212,0.57883424
240,95,3.6644504
240,116,-5.1040883
241,14,-5.6479692
241,25,-3.0518525
241,51,4.2126637
241,53,1.2923009
241,96,1.7245876
241,99,1.9127308
241,126,3.7295425
241,127,0.19450176
241,174,-0.1756257
241,179,-2.009384
241,213,0.7601228
241,214,-1.007096
241,227,3.012542
242,47,3.8463235
242,216,2.6714559
242,227,2.2424653
243,78,-6.364772
243,122,0.22038572
243,175,-3.061222
244,5,-1.5111275
244,11,2.4858973
244,76,-1.7700328
244,210,2.374992
245,3,2.9794939
245,10,0.30642703
245,84,0.6827647
246,1,2.4371066
246,154,4.781063
246,173,-0.28476268
246,211,0.5015436
247,119,2.03553
247,123,-1.1724044
247,147,-1.9214014
247,216,2.8071682
248,14,-2.1799839
248,145,3.6501198
248,166,4.8433514
248,196,2.6544747
249,79,-0.9491262
249,186,4.502583
249,217,2.1657186
250,21,1.88498
250,67,-1.3939737
250,99,1.8158555
250,125,1.6276413
250,139,0.16892178
250,157,3.7547297
250,164,-0.36954743
250,198,3.059899
250,202,4.5250206
250,212,1.1620636
251,52,5.2614713
251,106,0.8330272
252,23,2.0182014
252,157,5.012916
252,222,2.4450185
253,26,-7.390862
253,27,2.6824489
253,78,-3.4923208
253,89,2.7735357
253,90,3.2396724
253,91,1.1772163
253,97,1.1667832
253,127,3.0320163
253,134,3.4079998
253,140,0.90811974
253,161,1.6021738
253,201,1.4054562
254,93,0.75510573
254,160,-0.7027436
255,0,0.3319149
255,86,1.1610315
255,218,7.1392546
256,1,2.4190762
256,43,-7.441716
256,86,-0.62890166
256,104,1.6837119
256,112,4.1048098
256,138,-4.003215
257,95,4.0365043
257,111,3.546791
257,122,1.6038566
257,223,-1.8051499
258,9,5.4727254
258,82,0.027841097
258,117,1.2057253
258,149,2.334836
258,189,2.3989415
258,200,-1.8341075
259,7,3.290044
259,12,4.4801707
259,13,5.171792
259,28,2.1784842
259,40,3.9985201
259,116,-6.03738
259,152,1.9457992
259,153,2.090252
259,164,-0.60642534
260,8,0.64848924
260,10,-2.3022478
260,21,1.1755788
260,28,-2.5101721
260,37,-3.9101174
260,157,3.7351863
260,174,1.051496
260,176,1.2314575
261,39,5.2091956
261,40,-1.133233
261,43,-2.7027345
261,63,-1.5991485
261,111,1.9307817
261,192,4.6920853
261,210,4.7715487
261,219,3.37531
262,36,-4.768379
262,154,1.7131541
262,161,3.0240273
263,9,2.4208107
263,49,-3.7298293
263,58,3.6637022
263,108,2.9625568
263,146,0.31776854
263,170,-0.6578298
264,116,-2.5217857
264,182,1.8900425
265,67,-0.5723934
265,98,3.1077538
265,115,-2.3389313
265,175,-1.3840243
266,70,3.905823
267,44,-0.8684475
267,94,2.4624856
267,104,3.2928498
267,122,4.2536325
267,128,2.9370143
267,159,2.4451694
267,180,3.8427284
268,2,2.1102333
268,26,-5.194364
268,159,0.45526955
269,14,-5.41274
269,23,-0.18595345
269,88,-1.0468761
270,10,-2.9660287
270,23,0.12720951
270,52,3.211406
270,83,1.4694386
270,97,2.5857563
270,134,-2.3986526
270,183,-4.241685
271,18,2.8322787
271,19,-5.8488545
271,73,-1.4012195
271,89,0.96985507
271,109,-0.089865275
271,112,-1.41614
271,131,-0.9344607
272,40,5.247067
272,122,4.9617906
272,165,4.4234223
273,40,2.5599666
273,63,-4.1420274
273,198,3.8086267
275,206,3.4431474
276,37,-4.8283696
276,58,5.997674
276,113,4.6479588
276,144,-1.6255846
276,167,1.3385807
277,105,4.7170496
277,149,5.6209316
278,19,-1.863973
278,63,-2.5464618
278,115,-0.21433845
279,40,1.3221143
279,67,-0.49078703
279,74,-2.1940076
279,127,2.6252284
279,183,1.3504514
280,55,2.0766888
280,58,2.865693
280,97,1.0599874
280,102,-2.2396007
280,111,1.0172391
280,125,-4.595242
280,150,-4.8486533
280,186,3.0073464
280,188,1.2472124
280,199,1.6334693
280,201,-4.8603415
280,208,-3.343431
280,227,-1.3127061
281,21,3.2836635
281,115,-0.36090687
281,188,0.64959794
281,213,2.904377
282,59,2.2910178
282,82,1.7933966
282,112,0.40300465
282,180,-1.564387
282,208,-2.9010282
283,25,0.37117732
283,128,1.519939
283,226,-0.62265754
284,9,4.7134337
284,111,1.9123174
285,0,3.13713
285,3,3.015993
285,12,4.6490254
285,30,4.7486205
285,89,3.3372061
285,174,2.8753352
285,183,-3.209149
286,161,2.672393
286,168,3.5932002
287,32,-0.0442935
287,45,-2.00109
287,82,0.8108095
287,199,2.4341702
288,18,2.8837082
288,67,3.7421768
288,73,-2.117133
288,86,-1.830946
288,91,-1.4308281
288,126,2.6822426
288,132,-0.22291082
288,164,-2.0808706
289,64,1.0410976
289,103,1.3868825
289,146,0.16700163
289,147,-1.2095746
289,185,-0.22655831
289,198,3.1199224
289,206,2.2607667
289,212,1.1422614
289,217,0.20930846
290,4,4.661663
290,9,3.824714
290,22,5.921476
290,88,-1.0030776
290,127,0.17944722
290,154,4.703601
290,210,1.4956964
291,21,4.611068
291,154,3.6044312
291,161,2.6320953
292,91,2.7005184
292,184,3.2181842
293,52,3.1197584
293,81,3.958256
293,99,2.9278393
293,110,3.28315
293,129,5.342164
293,130,3.4326057
293,147,-3.7208462
293,174,2.1896691
293,199,2.5456104
294,129,5.090618
295,25,-0.7231317
295,72,-3.6970239
295,105,0.49824813
295,125,2.0339668
295,203,-1.3049408
296,9,5.0135407
296,26,-7.016667
297,50,1.9978361
297,60,-5.0530643
297,87,4.6613584
297,117,4.303491
297,186,2.6287932
298,27,4.158262
298,76,-2.8174849
298,101,0.592414
298,134,-0.05577095
298,156,-3.8943365
298,190,1.3447016
298,207,0.43344918
299,9,2.925275
299,20,-0.34220636
299,77,-0.124934986
299,93,-0.51389533
299,201,0.29136643
299,226,0.6459565
300,2,3.1177588
300,199,2.268801
301,0,1.3153012
301,28,0.8647499
301,37,1.0437748
301,78,0.23387966
301,180,1.594952
301,205,-0.3120299
302,52,2.7249188
302,104,0.21740729
302,117,4.0691466
303,148,2.8113608
303,186,3.0805142
304,159,1.8936778
306,28,-0.79072523
306,45,0.05937076
306,81,0.7114152
306,139,1.759254
306,161,1.0229617
306,183,3.002211
306,196,2.8283076
306,227,2.7546482
307,11,-0.99440974
307,42,2.4748251
307,43,-7.8981824
307,63,-6.382437
307,65,0.84411293
307,157,3.0095894
307,161,0.5904057
307,169,-5.428167
307,176,0.8232614
307,206,1.5116315
307,209,3.4388266
308,6,3.4838462
308,25,-3.286895
308,40,0.8017191
308,118,0.6088426
308,138,1.5020056
308,149,0.6997347
308,156,-3.3897243
308,189,0.3766626
308,215,2.5633073
309,15,-3.2299492
309,47,4.0606065
309,68,1.3405911
309,165,0.04375626
310,28,-1.3538465
310,60,-6.28456
310,90,3.8036964
310,203,-0.9341574
310,225,-4.9735885
311,93,0.1987605
311,220,1.6000786
312,0,1.3042634
312,17,-1.2981377
312,37,-5.8134894
312,101,0.48658904
312,130,3.4522004
312,154,3.1011894
312,201,4.355358
312,204,0.776667
312,226,0.26337263
313,46,2.3292742
313,144,-2.1004906
313,185,0.04765559
313,194,0.83074063
313,218,3.7046735
314,17,0.6023609
314,58,5.9556875
314,78,-6.709476
314,99,3.6774085
314,108,-0.65062624
314,148,4.2093806
314,174,5.3206477
314,194,2.847642
315,11,-2.130988
315,26,-7.5023594
315,53,1.1168753
315,97,2.8779013
315,160,0.34547526
316,113,5.440462
316,118,3.669734
316,178,4.590328
318,49,-3.9175377
318,55,3.6970367
318,67,1.1329483
318,72,-4.377086
318,149,5.1458125
318,189,4.798082
319,152,1.1329647
319,223,4.2511964
320,18,1.8231906
320,138,-5.419617
320,182,-0.62993854
321,56,2.5211847
321,118,1.0658365
321,135,0.30427906
321,142,-3.9221237
321,223,1.4723508
322,50,1.5672002
322,93,-2.2339358
322,145,0.49163342
322,153,3.4290133
322,188,1.9454128
322,216,2.6636891
323,9,5.2666636
323,12,3.4269311
323,22,4.6741157
323,125,1.6386514
323,135,1.1614528
323,141,-1.648414
323,142,-5.884656
323,188,4.1265273
323,216,1.778087
324,45,-1.4873093
324,85,-1.5661604
324,87,2.7643483
324,130,4.466716
324,211,2.159138
324,215,3.0050335
324,224,1.8402911
325,1,1.7970002
325,45,-0.68437886
325,53,4.105865
325,96,3.1138725
325,125,1.1625338
325,158,0.8548234
326,79,-0.7609361
326,202,5.202533
327,56,2.0726364
327,99,2.61976
327,173,1.399122
327,183,-0.7328625
327,190,3.5781195
328,10,1.4166129
328,141,-1.7383668
