COSMIC_ID,Name,COSMIC_ID,Tissue,Tissue sub-type,Count,1 , 2,3,4
"687563","A172","SIDM00799","687563","GBM","nervous_system","glioma","GDSC1","308","1796"
"687563","A172","SIDM00799","687563","GBM","nervous_system","glioma","GDSC2","180","1796"
"910784","A204","SIDM00798","910784","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","319","1796"
"910784","A204","SIDM00798","910784","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","180","1796"
"906792","A2058","SIDM00797","906792","SKCM","skin","melanoma","GDSC1","270","1796"
"906792","A2058","SIDM00797","906792","SKCM","skin","melanoma","GDSC2","179","1796"
"906794","A253","SIDM00796","906794","UNCLASSIFIED","aero_digestive_tract","head_and_neck","GDSC1","367","1796"
"906794","A253","SIDM00796","906794","UNCLASSIFIED","aero_digestive_tract","head_and_neck","GDSC2","179","1796"
"906804","A2780","SIDM00210","906804","UNCLASSIFIED","urogenital_system","ovary","GDSC1","325","1796"
"906804","A2780","SIDM00210","906804","UNCLASSIFIED","urogenital_system","ovary","GDSC2","180","1796"
"910935","A3-KAW","SIDM00495","910935","DLBC","blood","B_cell_lymphoma","GDSC1","359","1796"
"910935","A3-KAW","SIDM00495","910935","DLBC","blood","B_cell_lymphoma","GDSC2","176","1796"
"906793","A375","SIDM00795","906793","SKCM","skin","melanoma","GDSC1","324","1796"
"906793","A375","SIDM00795","906793","SKCM","skin","melanoma","GDSC2","181","1796"
"910697","A388","SIDM00794","910697","UNCLASSIFIED","skin","skin_other","GDSC1","361","1796"
"910934","A4-Fuk","SIDM00502","910934","DLBC","blood","B_cell_lymphoma","GDSC1","334","1796"
"910934","A4-Fuk","SIDM00502","910934","DLBC","blood","B_cell_lymphoma","GDSC2","180","1796"
"910851","A427","SIDM00810","910851","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","321","1796"
"910851","A427","SIDM00810","910851","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","95","1796"
"910925","A431","SIDM00995","910925","UNCLASSIFIED","skin","skin_other","GDSC1","318","1796"
"905948","A498","SIDM00124","905948","KIRC","kidney","kidney","GDSC1","357","1796"
"905948","A498","SIDM00124","905948","KIRC","kidney","kidney","GDSC2","179","1796"
"905949","A549","SIDM00903","905949","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","146","1796"
"905949","A549","SIDM00903","905949","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","181","1796"
"684052","A673","SIDM00848","684052","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","325","1796"
"684052","A673","SIDM00848","684052","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","180","1796"
"910920","A704","SIDM00849","910920","KIRC","kidney","kidney","GDSC1","323","1796"
"910920","A704","SIDM00849","910920","KIRC","kidney","kidney","GDSC2","179","1796"
"906791","ABC-1","SIDM00494","906791","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","317","1796"
"906791","ABC-1","SIDM00494","906791","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","96","1796"
"905950","ACHN","SIDM00123","905950","KIRC","kidney","kidney","GDSC1","315","1796"
"905950","ACHN","SIDM00123","905950","KIRC","kidney","kidney","GDSC2","180","1796"
"906790","AGS","SIDM00850","906790","STAD","digestive_system","stomach","GDSC1","292","1796"
"906790","AGS","SIDM00850","906790","STAD","digestive_system","stomach","GDSC2","179","1796"
"910944","ALL-PO","SIDM00211","910944","ALL","blood","lymphoblastic_leukemia","GDSC1","366","1796"
"910944","ALL-PO","SIDM00211","910944","ALL","blood","lymphoblastic_leukemia","GDSC2","179","1796"
"1295740","ALL-SIL","SIDM00994","1295740","ALL","blood","T_cell_leukemia","GDSC1","366","1796"
"1295740","ALL-SIL","SIDM00994","1295740","ALL","blood","T_cell_leukemia","GDSC2","179","1796"
"910933","AM-38","SIDM00492","910933","GBM","nervous_system","glioma","GDSC1","358","1796"
"910933","AM-38","SIDM00492","910933","GBM","nervous_system","glioma","GDSC2","180","1796"
"1295741","AMO-1","SIDM00993","1295741","MM","blood","haematopoietic_neoplasm_other","GDSC1","367","1796"
"1295741","AMO-1","SIDM00993","1295741","MM","blood","haematopoietic_neoplasm_other","GDSC2","178","1796"
"910781","AN3-CA","SIDM00901","910781","UCEC","urogenital_system","endometrium","GDSC1","316","1796"
"910781","AN3-CA","SIDM00901","910781","UCEC","urogenital_system","endometrium","GDSC2","179","1796"
"906765","ARH-77","SIDM00900","906765","MM","blood","myeloma","GDSC1","360","1796"
"906765","ARH-77","SIDM00900","906765","MM","blood","myeloma","GDSC2","180","1796"
"1290722","ASH-3","SIDM00491","1290722","THCA","thyroid","thyroid","GDSC1","323","1796"
"1290722","ASH-3","SIDM00491","1290722","THCA","thyroid","thyroid","GDSC2","180","1796"
"910687","ATN-1","SIDM00233","910687","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC1","360","1796"
"910687","ATN-1","SIDM00233","910687","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","178","1796"
"910704","AU565","SIDM00898","910704","BRCA","breast","breast","GDSC1","303","1796"
"910704","AU565","SIDM00898","910704","BRCA","breast","breast","GDSC2","194","1796"
"910702","AsPC-1","SIDM00899","910702","PAAD","pancreas","pancreas","GDSC1","295","1796"
"910702","AsPC-1","SIDM00899","910702","PAAD","pancreas","pancreas","GDSC2","180","1796"
"924104","B-CPAP","SIDM00992","924104","THCA","thyroid","thyroid","GDSC1","317","1796"
"924104","B-CPAP","SIDM00992","924104","THCA","thyroid","thyroid","GDSC2","179","1796"
"910705","BALL-1","SIDM00287","910705","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","136","1796"
"910705","BALL-1","SIDM00287","910705","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","179","1796"
"753531","BB30-HNC","SIDM00172","753531","HNSC","aero_digestive_tract","head_and_neck","GDSC1","340","1796"
"753532","BB49-HNC","SIDM00174","753532","HNSC","aero_digestive_tract","head_and_neck","GDSC1","357","1796"
"753532","BB49-HNC","SIDM00174","753532","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"753533","BB65-RCC","SIDM00191","753533","KIRC","kidney","kidney","GDSC1","364","1796"
"910919","BC-1","SIDM00896","910919","DLBC","blood","B_cell_lymphoma","GDSC1","358","1796"
"910919","BC-1","SIDM00896","910919","DLBC","blood","B_cell_lymphoma","GDSC2","180","1796"
"910918","BC-3","SIDM00895","910918","DLBC","blood","B_cell_lymphoma","GDSC1","218","1796"
"906763","BE-13","SIDM01245","906763","ALL","blood","lymphoblastic_leukemia","GDSC1","361","1796"
"906763","BE-13","SIDM01245","906763","ALL","blood","lymphoblastic_leukemia","GDSC2","180","1796"
"753616","BE2-M17","SIDM01229","753616","NB","nervous_system","neuroblastoma","GDSC1","360","1796"
"753616","BE2-M17","SIDM01229","753616","NB","nervous_system","neuroblastoma","GDSC2","180","1796"
"753534","BEN","SIDM00990","753534","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","318","1796"
"910926","BFTC-905","SIDM00989","910926","BLCA","urogenital_system","bladder","GDSC1","298","1796"
"910926","BFTC-905","SIDM00989","910926","BLCA","urogenital_system","bladder","GDSC2","180","1796"
"910698","BFTC-909","SIDM00988","910698","KIRC","kidney","kidney","GDSC1","316","1796"
"910698","BFTC-909","SIDM00988","910698","KIRC","kidney","kidney","GDSC2","179","1796"
"906696","BHT-101","SIDM00987","906696","THCA","thyroid","thyroid","GDSC1","324","1796"
"906696","BHT-101","SIDM00987","906696","THCA","thyroid","thyroid","GDSC2","180","1796"
"753535","BHY","SIDM00986","753535","HNSC","aero_digestive_tract","head_and_neck","GDSC1","319","1796"
"1290724","BICR10","SIDM00077","1290724","HNSC","aero_digestive_tract","head_and_neck","GDSC1","324","1796"
"1290724","BICR10","SIDM00077","1290724","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"1240121","BICR22","SIDM00485","1240121","HNSC","aero_digestive_tract","head_and_neck","GDSC1","315","1796"
"1240121","BICR22","SIDM00485","1240121","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"1290725","BICR31","SIDM00078","1290725","HNSC","aero_digestive_tract","head_and_neck","GDSC1","177","1796"
"1240122","BICR78","SIDM00501","1240122","HNSC","aero_digestive_tract","head_and_neck","GDSC1","319","1796"
"1240122","BICR78","SIDM00501","1240122","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"910706","BL-41","SIDM00985","910706","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","362","1796"
"910706","BL-41","SIDM00985","910706","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","180","1796"
"924105","BPH-1","SIDM00964","924105","UNCLASSIFIED","urogenital_system","prostate","GDSC1","317","1796"
"924105","BPH-1","SIDM00964","924105","UNCLASSIFIED","urogenital_system","prostate","GDSC2","180","1796"
"906801","BT-20","SIDM00893","906801","BRCA","breast","breast","GDSC1","323","1796"
"906801","BT-20","SIDM00893","906801","BRCA","breast","breast","GDSC2","195","1796"
"946359","BT-474","SIDM00963","946359","BRCA","breast","breast","GDSC1","365","1796"
"946359","BT-474","SIDM00963","946359","BRCA","breast","breast","GDSC2","195","1796"
"949093","BT-483","SIDM00892","949093","BRCA","breast","breast","GDSC1","325","1796"
"949093","BT-483","SIDM00892","949093","BRCA","breast","breast","GDSC2","122","1796"
"905951","BT-549","SIDM00122","905951","BRCA","breast","breast","GDSC1","140","1796"
"905951","BT-549","SIDM00122","905951","BRCA","breast","breast","GDSC2","195","1796"
"910710","BV-173","SIDM00962","910710","LCML","blood","chronic_myeloid_leukaemia","GDSC1","355","1796"
"910710","BV-173","SIDM00962","910710","LCML","blood","chronic_myeloid_leukaemia","GDSC2","136","1796"
"906746","Becker","SIDM00490","906746","GBM","nervous_system","glioma","GDSC1","363","1796"
"906746","Becker","SIDM00490","906746","GBM","nervous_system","glioma","GDSC2","180","1796"
"906693","BxPC-3","SIDM00132","906693","PAAD","pancreas","pancreas","GDSC1","318","1796"
"906693","BxPC-3","SIDM00132","906693","PAAD","pancreas","pancreas","GDSC2","180","1796"
"687505","C-33-A","SIDM00889","687505","CESC","urogenital_system","cervix","GDSC1","318","1796"
"687505","C-33-A","SIDM00889","687505","CESC","urogenital_system","cervix","GDSC2","180","1796"
"687506","C-4-I","SIDM00905","687506","CESC","urogenital_system","cervix","GDSC1","305","1796"
"687506","C-4-I","SIDM00905","687506","CESC","urogenital_system","cervix","GDSC2","179","1796"
"910700","C2BBe1","SIDM01233","910700","COREAD","digestive_system","large_intestine","GDSC1","335","1796"
"910700","C2BBe1","SIDM01233","910700","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"906830","C32","SIDM00890","906830","SKCM","skin","melanoma","GDSC1","321","1796"
"906830","C32","SIDM00890","906830","SKCM","skin","melanoma","GDSC2","180","1796"
"910850","C3A","SIDM01237","910850","LIHC","digestive_system","liver","GDSC1","317","1796"
"910850","C3A","SIDM01237","910850","LIHC","digestive_system","liver","GDSC2","180","1796"
"910703","CA46","SIDM00907","910703","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","359","1796"
"910703","CA46","SIDM00907","910703","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","180","1796"
"753539","CADO-ES1","SIDM00961","753539","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","282","1796"
"753539","CADO-ES1","SIDM00961","753539","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"905963","CAKI-1","SIDM00941","905963","KIRC","kidney","kidney","GDSC1","319","1796"
"906826","CAL-120","SIDM00940","906826","BRCA","breast","breast","GDSC1","319","1796"
"906826","CAL-120","SIDM00940","906826","BRCA","breast","breast","GDSC2","195","1796"
"753540","CAL-12T","SIDM00939","753540","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","325","1796"
"924106","CAL-148","SIDM00938","924106","BRCA","breast","breast","GDSC1","217","1796"
"924106","CAL-148","SIDM00938","924106","BRCA","breast","breast","GDSC2","121","1796"
"910916","CAL-27","SIDM00937","910916","HNSC","aero_digestive_tract","head_and_neck","GDSC1","323","1796"
"910916","CAL-27","SIDM00937","910916","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"1290730","CAL-29","SIDM00936","1290730","BLCA","urogenital_system","bladder","GDSC1","317","1796"
"1290730","CAL-29","SIDM00936","1290730","BLCA","urogenital_system","bladder","GDSC2","180","1796"
"753541","CAL-33","SIDM00942","753541","HNSC","aero_digestive_tract","head_and_neck","GDSC1","315","1796"
"753541","CAL-33","SIDM00942","753541","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"924107","CAL-39","SIDM00935","924107","CESC","urogenital_system","cervix","GDSC1","318","1796"
"924107","CAL-39","SIDM00935","924107","CESC","urogenital_system","cervix","GDSC2","180","1796"
"910927","CAL-51","SIDM00933","910927","BRCA","breast","breast","GDSC1","317","1796"
"910927","CAL-51","SIDM00933","910927","BRCA","breast","breast","GDSC2","195","1796"
"910952","CAL-54","SIDM00932","910952","KIRC","kidney","kidney","GDSC1","319","1796"
"910952","CAL-54","SIDM00932","910952","KIRC","kidney","kidney","GDSC2","180","1796"
"906828","CAL-62","SIDM00931","906828","THCA","thyroid","thyroid","GDSC1","319","1796"
"906828","CAL-62","SIDM00931","906828","THCA","thyroid","thyroid","GDSC2","180","1796"
"906827","CAL-72","SIDM00930","906827","UNCLASSIFIED","bone","osteosarcoma","GDSC1","319","1796"
"906827","CAL-72","SIDM00930","906827","UNCLASSIFIED","bone","osteosarcoma","GDSC2","180","1796"
"1290765","CAL-78","SIDM00929","1290765","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","303","1796"
"1290765","CAL-78","SIDM00929","1290765","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","180","1796"
"910852","CAL-85-1","SIDM00928","910852","BRCA","breast","breast","GDSC1","318","1796"
"910852","CAL-85-1","SIDM00928","910852","BRCA","breast","breast","GDSC2","195","1796"
"946382","CAMA-1","SIDM00920","946382","BRCA","breast","breast","GDSC1","319","1796"
"946382","CAMA-1","SIDM00920","946382","BRCA","breast","breast","GDSC2","195","1796"
"753624","CAPAN-1","SIDM00934","753624","PAAD","pancreas","pancreas","GDSC1","299","1796"
"753624","CAPAN-1","SIDM00934","753624","PAAD","pancreas","pancreas","GDSC2","180","1796"
"910915","CAPAN-2","SIDM00943","910915","PAAD","pancreas","pancreas","GDSC1","299","1796"
"910915","CAPAN-2","SIDM00943","910915","PAAD","pancreas","pancreas","GDSC2","180","1796"
"910943","CAS-1","SIDM00212","910943","GBM","nervous_system","glioma","GDSC1","365","1796"
"910943","CAS-1","SIDM00212","910943","GBM","nervous_system","glioma","GDSC2","178","1796"
"906823","CCF-STTG1","SIDM00131","906823","GBM","nervous_system","glioma","GDSC1","316","1796"
"1240123","CCK-81","SIDM00487","1240123","COREAD","digestive_system","large_intestine","GDSC1","325","1796"
"1240123","CCK-81","SIDM00487","1240123","COREAD","digestive_system","large_intestine","GDSC2","185","1796"
"905952","CCRF-CEM","SIDM00121","905952","ALL","blood","lymphoblastic_leukemia","GDSC1","350","1796"
"905952","CCRF-CEM","SIDM00121","905952","ALL","blood","lymphoblastic_leukemia","GDSC2","180","1796"
"910688","CESS","SIDM00917","910688","LAML","blood","acute_myeloid_leukaemia","GDSC1","355","1796"
"910688","CESS","SIDM00917","910688","LAML","blood","acute_myeloid_leukaemia","GDSC2","179","1796"
"906821","CFPAC-1","SIDM00130","906821","PAAD","pancreas","pancreas","GDSC1","318","1796"
"906821","CFPAC-1","SIDM00130","906821","PAAD","pancreas","pancreas","GDSC2","180","1796"
"910568","CGTH-W-1","SIDM01248","910568","THCA","thyroid","thyroid","GDSC1","329","1796"
"910568","CGTH-W-1","SIDM01248","910568","THCA","thyroid","thyroid","GDSC2","102","1796"
"910853","CHL-1","SIDM01228","910853","SKCM","skin","melanoma","GDSC1","318","1796"
"910853","CHL-1","SIDM01228","910853","SKCM","skin","melanoma","GDSC2","180","1796"
"910567","CHP-126","SIDM00286","910567","NB","nervous_system","neuroblastoma","GDSC1","289","1796"
"910941","CHP-134","SIDM00285","910941","NB","nervous_system","neuroblastoma","GDSC1","158","1796"
"910941","CHP-134","SIDM00285","910941","NB","nervous_system","neuroblastoma","GDSC2","178","1796"
"906820","CHP-212","SIDM00910","906820","NB","nervous_system","neuroblastoma","GDSC1","296","1796"
"906820","CHP-212","SIDM00910","906820","NB","nervous_system","neuroblastoma","GDSC2","179","1796"
"1290767","CHSA0011","SIDM00051","1290767","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","273","1796"
"1290768","CHSA0108","SIDM00050","1290768","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","273","1796"
"1303912","CHSA8926","SIDM00176","1303912","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","321","1796"
"1303912","CHSA8926","SIDM00176","1303912","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","177","1796"
"1290769","CL-11","SIDM00944","1290769","COREAD","digestive_system","large_intestine","GDSC1","362","1796"
"1290769","CL-11","SIDM00944","1290769","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"1290771","CL-34","SIDM00945","1290771","COREAD","digestive_system","large_intestine","GDSC1","147","1796"
"1290771","CL-34","SIDM00945","1290771","COREAD","digestive_system","large_intestine","GDSC2","113","1796"
"1240124","CL-40","SIDM00960","1240124","COREAD","digestive_system","large_intestine","GDSC1","141","1796"
"1240124","CL-40","SIDM00960","1240124","COREAD","digestive_system","large_intestine","GDSC2","183","1796"
"910566","CMK","SIDM00959","910566","LAML","blood","acute_myeloid_leukaemia","GDSC1","358","1796"
"910951","CML-T1","SIDM00958","910951","LCML","blood","chronic_myeloid_leukaemia","GDSC1","158","1796"
"910951","CML-T1","SIDM00958","910951","LCML","blood","chronic_myeloid_leukaemia","GDSC2","180","1796"
"905961","COLO-205","SIDM00826","905961","COREAD","digestive_system","large_intestine","GDSC1","317","1796"
"905961","COLO-205","SIDM00826","905961","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"910569","COLO-320-HSR","SIDM00842","910569","COREAD","digestive_system","large_intestine","GDSC1","358","1796"
"910569","COLO-320-HSR","SIDM00842","910569","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"910692","COLO-668","SIDM00143","910692","SCLC","lung","lung_small_cell_carcinoma","GDSC1","366","1796"
"910692","COLO-668","SIDM00143","910692","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180","1796"
"910689","COLO-678","SIDM00957","910689","COREAD","digestive_system","large_intestine","GDSC1","318","1796"
"910689","COLO-678","SIDM00957","910689","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"906818","COLO-679","SIDM00284","906818","SKCM","skin","melanoma","GDSC1","317","1796"
"906818","COLO-679","SIDM00284","906818","SKCM","skin","melanoma","GDSC2","180","1796"
"906817","COLO-680N","SIDM00956","906817","ESCA","aero_digestive_tract","oesophagus","GDSC1","319","1796"
"906817","COLO-680N","SIDM00956","906817","ESCA","aero_digestive_tract","oesophagus","GDSC2","180","1796"
"910691","COLO-684","SIDM00142","910691","UCEC","urogenital_system","endometrium","GDSC1","365","1796"
"910691","COLO-684","SIDM00142","910691","UCEC","urogenital_system","endometrium","GDSC2","180","1796"
"1240125","COLO-783","SIDM00955","1240125","SKCM","skin","melanoma","GDSC1","315","1796"
"906814","COLO-792","SIDM00140","906814","SKCM","skin","melanoma","GDSC1","280","1796"
"906814","COLO-792","SIDM00140","906814","SKCM","skin","melanoma","GDSC2","179","1796"
"906813","COLO-800","SIDM00515","906813","SKCM","skin","melanoma","GDSC1","361","1796"
"906812","COLO-824","SIDM00954","906812","BRCA","breast","breast","GDSC1","359","1796"
"906812","COLO-824","SIDM00954","906812","BRCA","breast","breast","GDSC2","195","1796"
"687448","COLO-829","SIDM00909","687448","SKCM","skin","melanoma","GDSC1","353","1796"
"687448","COLO-829","SIDM00909","687448","SKCM","skin","melanoma","GDSC2","179","1796"
"906805","COR-L105","SIDM00513","906805","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","317","1796"
"906805","COR-L105","SIDM00513","906805","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180","1796"
"687780","COR-L23","SIDM00512","687780","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","325","1796"
"687780","COR-L23","SIDM00512","687780","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","180","1796"
"910937","COR-L279","SIDM00511","910937","SCLC","lung","lung_small_cell_carcinoma","GDSC1","358","1796"
"910937","COR-L279","SIDM00511","910937","SCLC","lung","lung_small_cell_carcinoma","GDSC2","102","1796"
"1297438","COR-L303","SIDM00510","1297438","SCLC","lung","lung_small_cell_carcinoma","GDSC1","134","1796"
"687980","COR-L311","SIDM00509","687980","SCLC","lung","lung_small_cell_carcinoma","GDSC1","118","1796"
"687980","COR-L311","SIDM00509","687980","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179","1796"
"1322212","COR-L32","SIDM00508","1322212","SCLC","lung","lung_small_cell_carcinoma","GDSC1","79","1796"
"1322212","COR-L32","SIDM00508","1322212","SCLC","lung","lung_small_cell_carcinoma","GDSC2","91","1796"
"1322213","COR-L321","SIDM00507","1322213","UNCLASSIFIED","lung","lung_other","GDSC1","275","1796"
"906808","COR-L88","SIDM00506","906808","SCLC","lung","lung_small_cell_carcinoma","GDSC1","357","1796"
"906808","COR-L88","SIDM00506","906808","SCLC","lung","lung_small_cell_carcinoma","GDSC2","102","1796"
"1297439","COR-L95","SIDM00521","1297439","SCLC","lung","lung_small_cell_carcinoma","GDSC1","341","1796"
"1297439","COR-L95","SIDM00521","1297439","SCLC","lung","lung_small_cell_carcinoma","GDSC2","24","1796"
"753545","CP50-MEL-B","SIDM00175","753545","SKCM","skin","melanoma","GDSC1","319","1796"
"753546","CP66-MEL","SIDM00190","753546","SKCM","skin","melanoma","GDSC1","359","1796"
"753546","CP66-MEL","SIDM00190","753546","SKCM","skin","melanoma","GDSC2","96","1796"
"949092","CP67-MEL","SIDM00189","949092","SKCM","skin","melanoma","GDSC1","23","1796"
"753547","CPC-N","SIDM00953","753547","SCLC","lung","lung_small_cell_carcinoma","GDSC1","359","1796"
"753547","CPC-N","SIDM00953","753547","SCLC","lung","lung_small_cell_carcinoma","GDSC2","178","1796"
"906807","CRO-AP2","SIDM00952","906807","DLBC","blood","B_cell_lymphoma","GDSC1","146","1796"
"1290795","CS1","SIDM00199","1290795","UNCLASSIFIED","bone","bone_other","GDSC1","325","1796"
"1290795","CS1","SIDM00199","1290795","UNCLASSIFIED","bone","bone_other","GDSC2","143","1796"
"949088","CTB-1","SIDM00283","949088","DLBC","blood","B_cell_lymphoma","GDSC1","357","1796"
"753548","CTV-1","SIDM00951","753548","LAML","blood","acute_myeloid_leukaemia","GDSC1","357","1796"
"753548","CTV-1","SIDM00951","753548","LAML","blood","acute_myeloid_leukaemia","GDSC2","178","1796"
"910554","CW-2","SIDM00282","910554","COREAD","digestive_system","large_intestine","GDSC1","363","1796"
"910554","CW-2","SIDM00282","910554","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"906824","Ca-Ski","SIDM00923","906824","CESC","urogenital_system","cervix","GDSC1","319","1796"
"906824","Ca-Ski","SIDM00923","906824","CESC","urogenital_system","cervix","GDSC2","180","1796"
"753538","Ca9-22","SIDM00489","753538","HNSC","aero_digestive_tract","head_and_neck","GDSC1","319","1796"
"753538","Ca9-22","SIDM00489","753538","HNSC","aero_digestive_tract","head_and_neck","GDSC2","181","1796"
"924108","CaR-1","SIDM00488","924108","COREAD","digestive_system","large_intestine","GDSC1","320","1796"
"924108","CaR-1","SIDM00488","924108","COREAD","digestive_system","large_intestine","GDSC2","185","1796"
"687777","Calu-3","SIDM00922","687777","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","326","1796"
"687777","Calu-3","SIDM00922","687777","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180","1796"
"724859","Calu-6","SIDM00921","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","360","1796"
"724859","Calu-6","SIDM00921","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180","1796"
"906825","Caov-3","SIDM00919","906825","OV","urogenital_system","ovary","GDSC1","178","1796"
"949090","Caov-4","SIDM00918","949090","OV","urogenital_system","ovary","GDSC1","302","1796"
"949090","Caov-4","SIDM00918","949090","OV","urogenital_system","ovary","GDSC2","101","1796"
"687596","ChaGo-K-1","SIDM00924","687596","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","318","1796"
"946367","D-247MG","SIDM00622","946367","GBM","nervous_system","glioma","GDSC1","334","1796"
"946368","D-263MG","SIDM00732","946368","GBM","nervous_system","glioma","GDSC1","366","1796"
"946368","D-263MG","SIDM00732","946368","GBM","nervous_system","glioma","GDSC2","179","1796"
"906834","D-283MED","SIDM00888","906834","MB","nervous_system","medulloblastoma","GDSC1","360","1796"
